0|id|integer|0||1
1|run|text|0||0
2|visit|int|0||0
3|filter|text|0||0
4|date|text|0||0
5|dateObs|text|0||0
6|expTime|double|0||0
7|raftName|text|0||0
8|detectorName|text|0||0
9|detector|int|0||0
10|snap|int|0||0
11|object|text|0||0
12|imageType|text|0||0
13|testType|text|0||0
14|lsstSerial|text|0||0
15|wavelength|int|0||0
16|controller|text|0||0
17|obsid|text|0||0
314|13151|3021121000002|SDSSi~ND_OD1.0|2021-12-10T08:12:04.979|2021-12-10T08:12:04.979|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000002|3021121000002|3021121000002|2021-12-10|2
315|13151|3021121000002|SDSSi~ND_OD1.0|2021-12-10T08:12:04.979|2021-12-10T08:12:04.979|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000002|3021121000002|3021121000002|2021-12-10|2
316|13151|3021121000003|SDSSi~ND_OD1.0|2021-12-10T08:17:40.801|2021-12-10T08:17:40.801|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000003|3021121000003|3021121000003|2021-12-10|3
317|13151|3021121000003|SDSSi~ND_OD1.0|2021-12-10T08:17:40.801|2021-12-10T08:17:40.801|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000003|3021121000003|3021121000003|2021-12-10|3
318|13151|3021121000003|SDSSi~ND_OD1.0|2021-12-10T08:17:40.801|2021-12-10T08:17:40.801|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000003|3021121000003|3021121000003|2021-12-10|3
319|13151|3021121000003|SDSSi~ND_OD1.0|2021-12-10T08:17:40.801|2021-12-10T08:17:40.801|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000003|3021121000003|3021121000003|2021-12-10|3
320|13151|3021121000003|SDSSi~ND_OD1.0|2021-12-10T08:17:40.801|2021-12-10T08:17:40.801|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000003|3021121000003|3021121000003|2021-12-10|3
321|13151|3021121000003|SDSSi~ND_OD1.0|2021-12-10T08:17:40.801|2021-12-10T08:17:40.801|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000003|3021121000003|3021121000003|2021-12-10|3
322|13151|3021121000003|SDSSi~ND_OD1.0|2021-12-10T08:17:40.801|2021-12-10T08:17:40.801|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000003|3021121000003|3021121000003|2021-12-10|3
323|13151|3021121000003|SDSSi~ND_OD1.0|2021-12-10T08:17:40.801|2021-12-10T08:17:40.801|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000003|3021121000003|3021121000003|2021-12-10|3
324|13151|3021121000003|SDSSi~ND_OD1.0|2021-12-10T08:17:40.801|2021-12-10T08:17:40.801|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000003|3021121000003|3021121000003|2021-12-10|3
325|13151|3021121000004|SDSSi~ND_OD1.0|2021-12-10T08:23:17.143|2021-12-10T08:23:17.143|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000004|3021121000004|3021121000004|2021-12-10|4
326|13151|3021121000004|SDSSi~ND_OD1.0|2021-12-10T08:23:17.143|2021-12-10T08:23:17.143|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000004|3021121000004|3021121000004|2021-12-10|4
327|13151|3021121000004|SDSSi~ND_OD1.0|2021-12-10T08:23:17.143|2021-12-10T08:23:17.143|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000004|3021121000004|3021121000004|2021-12-10|4
328|13151|3021121000004|SDSSi~ND_OD1.0|2021-12-10T08:23:17.143|2021-12-10T08:23:17.143|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000004|3021121000004|3021121000004|2021-12-10|4
329|13151|3021121000004|SDSSi~ND_OD1.0|2021-12-10T08:23:17.143|2021-12-10T08:23:17.143|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000004|3021121000004|3021121000004|2021-12-10|4
330|13151|3021121000004|SDSSi~ND_OD1.0|2021-12-10T08:23:17.143|2021-12-10T08:23:17.143|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000004|3021121000004|3021121000004|2021-12-10|4
331|13151|3021121000004|SDSSi~ND_OD1.0|2021-12-10T08:23:17.143|2021-12-10T08:23:17.143|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000004|3021121000004|3021121000004|2021-12-10|4
332|13151|3021121000004|SDSSi~ND_OD1.0|2021-12-10T08:23:17.143|2021-12-10T08:23:17.143|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000004|3021121000004|3021121000004|2021-12-10|4
333|13151|3021121000004|SDSSi~ND_OD1.0|2021-12-10T08:23:17.143|2021-12-10T08:23:17.143|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000004|3021121000004|3021121000004|2021-12-10|4
334|13151|3021121000005|SDSSi~ND_OD1.0|2021-12-10T08:28:53.985|2021-12-10T08:28:53.985|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000005|3021121000005|3021121000005|2021-12-10|5
335|13151|3021121000005|SDSSi~ND_OD1.0|2021-12-10T08:28:53.985|2021-12-10T08:28:53.985|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000005|3021121000005|3021121000005|2021-12-10|5
336|13151|3021121000005|SDSSi~ND_OD1.0|2021-12-10T08:28:53.985|2021-12-10T08:28:53.985|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000005|3021121000005|3021121000005|2021-12-10|5
337|13151|3021121000005|SDSSi~ND_OD1.0|2021-12-10T08:28:53.985|2021-12-10T08:28:53.985|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000005|3021121000005|3021121000005|2021-12-10|5
338|13151|3021121000005|SDSSi~ND_OD1.0|2021-12-10T08:28:53.985|2021-12-10T08:28:53.985|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000005|3021121000005|3021121000005|2021-12-10|5
339|13151|3021121000005|SDSSi~ND_OD1.0|2021-12-10T08:28:53.985|2021-12-10T08:28:53.985|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000005|3021121000005|3021121000005|2021-12-10|5
340|13151|3021121000005|SDSSi~ND_OD1.0|2021-12-10T08:28:53.985|2021-12-10T08:28:53.985|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000005|3021121000005|3021121000005|2021-12-10|5
341|13151|3021121000005|SDSSi~ND_OD1.0|2021-12-10T08:28:53.985|2021-12-10T08:28:53.985|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000005|3021121000005|3021121000005|2021-12-10|5
342|13151|3021121000005|SDSSi~ND_OD1.0|2021-12-10T08:28:53.985|2021-12-10T08:28:53.985|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000005|3021121000005|3021121000005|2021-12-10|5
343|13151|3021121000006|SDSSi~ND_OD1.0|2021-12-10T08:34:30.100|2021-12-10T08:34:30.100|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000006|3021121000006|3021121000006|2021-12-10|6
344|13151|3021121000006|SDSSi~ND_OD1.0|2021-12-10T08:34:30.100|2021-12-10T08:34:30.100|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000006|3021121000006|3021121000006|2021-12-10|6
345|13151|3021121000006|SDSSi~ND_OD1.0|2021-12-10T08:34:30.100|2021-12-10T08:34:30.100|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000006|3021121000006|3021121000006|2021-12-10|6
346|13151|3021121000006|SDSSi~ND_OD1.0|2021-12-10T08:34:30.100|2021-12-10T08:34:30.100|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000006|3021121000006|3021121000006|2021-12-10|6
347|13151|3021121000006|SDSSi~ND_OD1.0|2021-12-10T08:34:30.100|2021-12-10T08:34:30.100|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000006|3021121000006|3021121000006|2021-12-10|6
348|13151|3021121000006|SDSSi~ND_OD1.0|2021-12-10T08:34:30.100|2021-12-10T08:34:30.100|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000006|3021121000006|3021121000006|2021-12-10|6
349|13151|3021121000006|SDSSi~ND_OD1.0|2021-12-10T08:34:30.100|2021-12-10T08:34:30.100|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000006|3021121000006|3021121000006|2021-12-10|6
350|13151|3021121000006|SDSSi~ND_OD1.0|2021-12-10T08:34:30.100|2021-12-10T08:34:30.100|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000006|3021121000006|3021121000006|2021-12-10|6
351|13151|3021121000006|SDSSi~ND_OD1.0|2021-12-10T08:34:30.100|2021-12-10T08:34:30.100|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000006|3021121000006|3021121000006|2021-12-10|6
352|13151|3021121000007|SDSSi~ND_OD1.0|2021-12-10T08:40:07.418|2021-12-10T08:40:07.418|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000007|3021121000007|3021121000007|2021-12-10|7
353|13151|3021121000007|SDSSi~ND_OD1.0|2021-12-10T08:40:07.418|2021-12-10T08:40:07.418|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000007|3021121000007|3021121000007|2021-12-10|7
354|13151|3021121000007|SDSSi~ND_OD1.0|2021-12-10T08:40:07.418|2021-12-10T08:40:07.418|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000007|3021121000007|3021121000007|2021-12-10|7
355|13151|3021121000007|SDSSi~ND_OD1.0|2021-12-10T08:40:07.418|2021-12-10T08:40:07.418|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000007|3021121000007|3021121000007|2021-12-10|7
356|13151|3021121000007|SDSSi~ND_OD1.0|2021-12-10T08:40:07.418|2021-12-10T08:40:07.418|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000007|3021121000007|3021121000007|2021-12-10|7
357|13151|3021121000007|SDSSi~ND_OD1.0|2021-12-10T08:40:07.418|2021-12-10T08:40:07.418|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000007|3021121000007|3021121000007|2021-12-10|7
358|13151|3021121000007|SDSSi~ND_OD1.0|2021-12-10T08:40:07.418|2021-12-10T08:40:07.418|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000007|3021121000007|3021121000007|2021-12-10|7
359|13151|3021121000007|SDSSi~ND_OD1.0|2021-12-10T08:40:07.418|2021-12-10T08:40:07.418|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000007|3021121000007|3021121000007|2021-12-10|7
360|13151|3021121000007|SDSSi~ND_OD1.0|2021-12-10T08:40:07.418|2021-12-10T08:40:07.418|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000007|3021121000007|3021121000007|2021-12-10|7
361|13151|3021121000008|SDSSi~ND_OD1.0|2021-12-10T08:45:44.572|2021-12-10T08:45:44.572|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000008|3021121000008|3021121000008|2021-12-10|8
362|13151|3021121000008|SDSSi~ND_OD1.0|2021-12-10T08:45:44.572|2021-12-10T08:45:44.572|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000008|3021121000008|3021121000008|2021-12-10|8
363|13151|3021121000008|SDSSi~ND_OD1.0|2021-12-10T08:45:44.572|2021-12-10T08:45:44.572|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000008|3021121000008|3021121000008|2021-12-10|8
364|13151|3021121000008|SDSSi~ND_OD1.0|2021-12-10T08:45:44.572|2021-12-10T08:45:44.572|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000008|3021121000008|3021121000008|2021-12-10|8
365|13151|3021121000008|SDSSi~ND_OD1.0|2021-12-10T08:45:44.572|2021-12-10T08:45:44.572|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000008|3021121000008|3021121000008|2021-12-10|8
366|13151|3021121000008|SDSSi~ND_OD1.0|2021-12-10T08:45:44.572|2021-12-10T08:45:44.572|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000008|3021121000008|3021121000008|2021-12-10|8
367|13151|3021121000008|SDSSi~ND_OD1.0|2021-12-10T08:45:44.572|2021-12-10T08:45:44.572|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000008|3021121000008|3021121000008|2021-12-10|8
368|13151|3021121000008|SDSSi~ND_OD1.0|2021-12-10T08:45:44.572|2021-12-10T08:45:44.572|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000008|3021121000008|3021121000008|2021-12-10|8
369|13151|3021121000008|SDSSi~ND_OD1.0|2021-12-10T08:45:44.572|2021-12-10T08:45:44.572|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000008|3021121000008|3021121000008|2021-12-10|8
370|13151|3021121000009|SDSSi~ND_OD1.0|2021-12-10T08:51:21.411|2021-12-10T08:51:21.411|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000009|3021121000009|3021121000009|2021-12-10|9
371|13151|3021121000009|SDSSi~ND_OD1.0|2021-12-10T08:51:21.411|2021-12-10T08:51:21.411|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000009|3021121000009|3021121000009|2021-12-10|9
372|13151|3021121000009|SDSSi~ND_OD1.0|2021-12-10T08:51:21.411|2021-12-10T08:51:21.411|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000009|3021121000009|3021121000009|2021-12-10|9
373|13151|3021121000009|SDSSi~ND_OD1.0|2021-12-10T08:51:21.411|2021-12-10T08:51:21.411|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000009|3021121000009|3021121000009|2021-12-10|9
374|13151|3021121000009|SDSSi~ND_OD1.0|2021-12-10T08:51:21.411|2021-12-10T08:51:21.411|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000009|3021121000009|3021121000009|2021-12-10|9
375|13151|3021121000009|SDSSi~ND_OD1.0|2021-12-10T08:51:21.411|2021-12-10T08:51:21.411|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000009|3021121000009|3021121000009|2021-12-10|9
376|13151|3021121000009|SDSSi~ND_OD1.0|2021-12-10T08:51:21.411|2021-12-10T08:51:21.411|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000009|3021121000009|3021121000009|2021-12-10|9
377|13151|3021121000009|SDSSi~ND_OD1.0|2021-12-10T08:51:21.411|2021-12-10T08:51:21.411|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000009|3021121000009|3021121000009|2021-12-10|9
378|13151|3021121000009|SDSSi~ND_OD1.0|2021-12-10T08:51:21.411|2021-12-10T08:51:21.411|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000009|3021121000009|3021121000009|2021-12-10|9
379|13151|3021121000010|SDSSi~ND_OD1.0|2021-12-10T08:56:58.696|2021-12-10T08:56:58.696|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000010|3021121000010|3021121000010|2021-12-10|10
380|13151|3021121000010|SDSSi~ND_OD1.0|2021-12-10T08:56:58.696|2021-12-10T08:56:58.696|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000010|3021121000010|3021121000010|2021-12-10|10
381|13151|3021121000010|SDSSi~ND_OD1.0|2021-12-10T08:56:58.696|2021-12-10T08:56:58.696|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000010|3021121000010|3021121000010|2021-12-10|10
382|13151|3021121000010|SDSSi~ND_OD1.0|2021-12-10T08:56:58.696|2021-12-10T08:56:58.696|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000010|3021121000010|3021121000010|2021-12-10|10
383|13151|3021121000010|SDSSi~ND_OD1.0|2021-12-10T08:56:58.696|2021-12-10T08:56:58.696|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000010|3021121000010|3021121000010|2021-12-10|10
384|13151|3021121000010|SDSSi~ND_OD1.0|2021-12-10T08:56:58.696|2021-12-10T08:56:58.696|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000010|3021121000010|3021121000010|2021-12-10|10
385|13151|3021121000010|SDSSi~ND_OD1.0|2021-12-10T08:56:58.696|2021-12-10T08:56:58.696|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000010|3021121000010|3021121000010|2021-12-10|10
386|13151|3021121000010|SDSSi~ND_OD1.0|2021-12-10T08:56:58.696|2021-12-10T08:56:58.696|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000010|3021121000010|3021121000010|2021-12-10|10
387|13151|3021121000010|SDSSi~ND_OD1.0|2021-12-10T08:56:58.696|2021-12-10T08:56:58.696|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000010|3021121000010|3021121000010|2021-12-10|10
388|13151|3021121000011|SDSSi~ND_OD1.0|2021-12-10T09:02:35.656|2021-12-10T09:02:35.656|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000011|3021121000011|3021121000011|2021-12-10|11
389|13151|3021121000011|SDSSi~ND_OD1.0|2021-12-10T09:02:35.656|2021-12-10T09:02:35.656|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000011|3021121000011|3021121000011|2021-12-10|11
390|13151|3021121000011|SDSSi~ND_OD1.0|2021-12-10T09:02:35.656|2021-12-10T09:02:35.656|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000011|3021121000011|3021121000011|2021-12-10|11
391|13151|3021121000011|SDSSi~ND_OD1.0|2021-12-10T09:02:35.656|2021-12-10T09:02:35.656|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000011|3021121000011|3021121000011|2021-12-10|11
392|13151|3021121000011|SDSSi~ND_OD1.0|2021-12-10T09:02:35.656|2021-12-10T09:02:35.656|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000011|3021121000011|3021121000011|2021-12-10|11
393|13151|3021121000011|SDSSi~ND_OD1.0|2021-12-10T09:02:35.656|2021-12-10T09:02:35.656|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000011|3021121000011|3021121000011|2021-12-10|11
394|13151|3021121000011|SDSSi~ND_OD1.0|2021-12-10T09:02:35.656|2021-12-10T09:02:35.656|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000011|3021121000011|3021121000011|2021-12-10|11
395|13151|3021121000011|SDSSi~ND_OD1.0|2021-12-10T09:02:35.656|2021-12-10T09:02:35.656|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000011|3021121000011|3021121000011|2021-12-10|11
396|13151|3021121000011|SDSSi~ND_OD1.0|2021-12-10T09:02:35.656|2021-12-10T09:02:35.656|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000011|3021121000011|3021121000011|2021-12-10|11
397|13151|3021121000012|SDSSi~ND_OD1.0|2021-12-10T09:08:11.318|2021-12-10T09:08:11.318|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000012|3021121000012|3021121000012|2021-12-10|12
398|13151|3021121000012|SDSSi~ND_OD1.0|2021-12-10T09:08:11.318|2021-12-10T09:08:11.318|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000012|3021121000012|3021121000012|2021-12-10|12
399|13151|3021121000012|SDSSi~ND_OD1.0|2021-12-10T09:08:11.318|2021-12-10T09:08:11.318|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000012|3021121000012|3021121000012|2021-12-10|12
400|13151|3021121000012|SDSSi~ND_OD1.0|2021-12-10T09:08:11.318|2021-12-10T09:08:11.318|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000012|3021121000012|3021121000012|2021-12-10|12
401|13151|3021121000012|SDSSi~ND_OD1.0|2021-12-10T09:08:11.318|2021-12-10T09:08:11.318|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000012|3021121000012|3021121000012|2021-12-10|12
402|13151|3021121000012|SDSSi~ND_OD1.0|2021-12-10T09:08:11.318|2021-12-10T09:08:11.318|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000012|3021121000012|3021121000012|2021-12-10|12
403|13151|3021121000012|SDSSi~ND_OD1.0|2021-12-10T09:08:11.318|2021-12-10T09:08:11.318|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000012|3021121000012|3021121000012|2021-12-10|12
404|13151|3021121000012|SDSSi~ND_OD1.0|2021-12-10T09:08:11.318|2021-12-10T09:08:11.318|273.599|R14|S21|70|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-192|-666|C|MC_C_20211210_000012|3021121000012|3021121000012|2021-12-10|12
405|13151|3021121000012|SDSSi~ND_OD1.0|2021-12-10T09:08:11.318|2021-12-10T09:08:11.318|273.599|R14|S22|71|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-217|-666|C|MC_C_20211210_000012|3021121000012|3021121000012|2021-12-10|12
406|13151|3021121000013|SDSSi~ND_OD1.0|2021-12-10T09:13:47.461|2021-12-10T09:13:47.461|273.599|R14|S00|63|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-229|-666|C|MC_C_20211210_000013|3021121000013|3021121000013|2021-12-10|13
407|13151|3021121000013|SDSSi~ND_OD1.0|2021-12-10T09:13:47.461|2021-12-10T09:13:47.461|273.599|R14|S01|64|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-225|-666|C|MC_C_20211210_000013|3021121000013|3021121000013|2021-12-10|13
408|13151|3021121000013|SDSSi~ND_OD1.0|2021-12-10T09:13:47.461|2021-12-10T09:13:47.461|273.599|R14|S02|65|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-141|-666|C|MC_C_20211210_000013|3021121000013|3021121000013|2021-12-10|13
409|13151|3021121000013|SDSSi~ND_OD1.0|2021-12-10T09:13:47.461|2021-12-10T09:13:47.461|273.599|R14|S10|66|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-221|-666|C|MC_C_20211210_000013|3021121000013|3021121000013|2021-12-10|13
410|13151|3021121000013|SDSSi~ND_OD1.0|2021-12-10T09:13:47.461|2021-12-10T09:13:47.461|273.599|R14|S11|67|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-131|-666|C|MC_C_20211210_000013|3021121000013|3021121000013|2021-12-10|13
411|13151|3021121000013|SDSSi~ND_OD1.0|2021-12-10T09:13:47.461|2021-12-10T09:13:47.461|273.599|R14|S12|68|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-190|-666|C|MC_C_20211210_000013|3021121000013|3021121000013|2021-12-10|13
412|13151|3021121000013|SDSSi~ND_OD1.0|2021-12-10T09:13:47.461|2021-12-10T09:13:47.461|273.599|R14|S20|69|0|UNKNOWN|FLAT|SFLAT|E2V-CCD250-211|-666|C|MC_C_20211210_000013|3021121000013|3021121000013|2021-12-10|13
